# REV = 1

# PAC CONTROL TAG DATABASE DUMP
# ----------------------------------------------------------------
# NAME :         C:\Users\jdevera\Desktop\131210-P132rev2-1\BPLaqwaNew.idb
# VERSION :      R9.1a
# TIME/DATE :    19:39:29 12/16/2013
# 
# INSTRUCTIONS : This file gets written with the corresponding IDB file.
#                It is not read by PAC Control. It may be used by other programs to 
#                get basic information about the tag database.
#                
#                Each tag (e.g. variables, I/O units and points, charts, etc.) is 
#                listed here. 
#                
#                More columns or tag types (e.g. TAG2) may be added in the future.
#                
#                
# BITMASK INFO:  Here is the list of bitmasks used by PAC Control.
#                More than one bit may be set for a given tag. Currently, the only types
#                that can have more than one bit set at a time are digital points with 
#                features (e.g. digital input with counter) or a pointer.
#                
#                BITMASK 0
#                -------------------------------------------
#                DIN_SMART                        0x40000000
#                DIN_COUNTER                      0x00000001
#                DIN_COUNTER_QUADRATURE           0x00000002
#                DOUT_SMART                       0x10000000
#                DOUT_TPO                         0x00010000
#                DIN_ON_PULSE_MEAS                0x00000010
#                DIN_OFF_PULSE_MEAS               0x00000020
#                DIN_FREQUENCY                    0x00000040
#                DIN_PERIOD                       0x00000080
#                DIN_ON_TIME_TOTALIZER            0x00000100
#                DIN_OFF_TIME_TOTALIZER           0x00000200
#                
#                BITMASK 1
#                -------------------------------------------
#                AIN                              0x00000001
#                AOUT                             0x00000002
#                PID_LOOP    (mistic)             0x00000200
#                PID_LOOP_2  (OptoMMP)            0x00000004
#                DIGITAL_EVENT_REACTION           0x00000008
#                ANALOG_EVENT_REACTION            0x00000010
#                EVENT_REACTION_GROUP             0x00000080
#                CHART                            0x00000100
#                
#                BITMASK 2
#                -------------------------------------------
#                BOARD_SMART_DIGITAL              0x00000002
#                BOARD_REMOTE_SIMPLE_DIGITAL      0x00000004
#                BOARD_SMART_ANALOG               0x00000008
#                BOARD_SMART_ANALOG_B200          0x00001000
#                BOARD_SMART_DIGITAL_SNAP         0x00002000
#                BOARD_SMART_ANALOG_SNAP          0x00004000
#                BOARD_SMART_DIGITAL_B100         0X00010000
#                BOARD_REMOTE_SIMPLE_DIGITAL_SNAP 0X00020000
#                BOARD_DIGITAL_SNAP_64            0x00040000
#                BOARD_MIXED_SNAP_64              0x00080000
#                BOARD_DIGITAL_SNAP_UIO_64        0x00100000
#                BOARD_MIXED_SNAP_UIO_64          0x00200000
#                BOARD_MIXED_SNAP_UIO_AD64        0x00400000
#                BOARD_MIXED_SNAP_SIO_AD64        0x00800000
#                BOARD_SNAP_PAC_R1                0x10000000
#                BOARD_SNAP_PAC_R2                0x20000000
#                BOARD_GENERIC_OPTOMMP            0x40000000
# 
#                BITMASK 3
#                -------------------------------------------
#                VARIABLE_INTEGER                 0x00000008
#                VARIABLE_FLOAT                   0x00000010
#                VARIABLE_TIMER                   0x00000020
#                VARIABLE_STRING                  0x00000040
#                VARIABLE_POINTER                 0x80000000
#                TABLE_INTEGER                    0x00000100
#                TABLE_FLOAT                      0x00000200
#                TABLE_STRING                     0x00000800
#                TABLE_POINTER                    0x00001000
#                VARIABLE_UP_TIMER                0X00002000
#                VARIABLE_INTEGER_64              0X00004000
#                TABLE_INTEGER_64                 0X00010000
#                TABLE_NULL                       0X00020000
#                VARIABLE_STREAM                  0x00040000




#  (Please note that the TAG1 definition may have columns added in the future.
#   Any new columns will be added to the right of the existing ones.)
#   This file should be parsed accordingly.)

# TAG1,NAME,ID,BITMASK_0,BITMASK_1,BITMASK_2,BITMASK_3,TABLE_LENGTH,STRING_WIDTH

TAG1,Control_command_comms                             ,1    ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Heart_Monitor                                     ,19   ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Manual_auto                                       ,3    ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Master_comms                                      ,7    ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Pendant_manual                                    ,5    ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Pole                                              ,11   ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Powerup                                           ,0    ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,SYSTEM_READY                                      ,17   ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,Tail                                              ,13   ,00000000,00000100,00000000,00000000,0    ,0   
TAG1,encPacInternal                                    ,2    ,00000000,00000000,20000000,00000000,0    ,0   
TAG1,DI_24vCtrl_MCB                                    ,84   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_24vPSU_OK                                      ,87   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_CabinetDoor_LS                                 ,75   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Coolant_MCB                                    ,88   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_CoolantAuto_SW                                 ,43   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_CoolantStop_SW                                 ,44   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_DUPS_TVS                                       ,34   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Enet_OK                                        ,37   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_ESTOP_OK                                       ,62   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_FanAuto_SW                                     ,45   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_FanStop_SW                                     ,46   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_FenceClosed_SEN                                ,36   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_FUPS_TVS                                       ,33   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_GoFast_SW                                      ,12   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_LeftDoor_LS                                    ,11   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_LeftStormLock_LS                               ,30   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Lights_Enter_SW                                ,41   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Lights_Exit_SW                                 ,42   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_MuteTest_SW                                    ,90   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PAC_MCB                                        ,83   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PanelFans_Blower_MCB                           ,89   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PendantClose_SW                                ,61   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PendantOpen_SW                                 ,60   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PendantStow_SW                                 ,59   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Pole_Closed_LS                                 ,48   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Pole_Fast_LS                                   ,49   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Pole_Open_LS                                   ,47   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PoleFans_MCB                                   ,85   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_PoleSelect_SW                                  ,55   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_RightDoor_LS                                   ,10   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_RightStormLock_LS                              ,38   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_RoofAuto_SW                                    ,53   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_RoofDisable_SW                                 ,54   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Smoke_SEN                                      ,92   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_SmokeHeat_SEN                                  ,93   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_SmokePWR_SEN                                   ,91   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Tail_Closed_LS                                 ,51   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Tail_Fast_LS                                   ,52   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Tail_Open_LS                                   ,50   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_TailFans_MCB                                   ,86   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_TailSelect_SW                                  ,56   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_TrapKey_SW                                     ,13   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Tscope_MCB                                     ,16   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_UltimateClosed_LS                              ,31   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Utility_TVS                                    ,32   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DI_Webcam_MCB                                     ,17   ,40000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_24vCTRL_MCB                                    ,95   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_Coolant_MCB                                    ,98   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_Lights_RLA                                     ,67   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_OutsideGreen_LED                               ,65   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_OutsideRed_LED                                 ,66   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_PAC_MCB                                        ,94   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_PanelBlue_LED                                  ,70   ,10000000,00000000,00000000,00000000,0    ,0   
TAG1,DO_PanelFans_Blower_MCB                           ,100  ,10000000,00000000,00000000,00000000,0    ,0   
